,0,1,2,3
202008010405,三連複,4 - 8 - 14,1080,1
202008010405,三連単,8 → 4 → 14,6310,10
202005010804,単勝,2,160,1
202005010804,複勝,2br16br15,110br140br610,1br2br8
202005010804,枠連,1 - 8,350,1
202005010804,馬連,2 - 16,350,1
202005010804,ワイド,2 - 16br2 - 15br15 - 16,"210br1,120br1,470",1br14br17
202005010804,馬単,2 → 16,510,1
202005010804,三連複,2 - 15 - 16,2990,9
202005010804,三連単,2 → 16 → 15,6950,19
202009010805,単勝,6,170,1
202009010805,複勝,6br4br5,110br170br670,1br3br9
202009010805,枠連,2 - 3,590,2
202009010805,馬連,4 - 6,530,2
202009010805,ワイド,4 - 6br5 - 6br4 - 5,"280br1,340br1,180",2br16br11
202009010805,馬単,6 → 4,660,2
202009010805,三連複,4 - 5 - 6,4130,11
202009010805,三連単,6 → 4 → 5,9590,23
202110010110,単勝,2,260,1
202110010110,複勝,2br1br13,"160br680br4,600",1br9br17
202110010110,枠連,1 - 1,3640,15
202110010110,馬連,1 - 2,3950,13
202110010110,ワイド,1 - 2br2 - 13br1 - 13,"1,280br12,370br49,740",10br93br137
202110010110,馬単,2 → 1,5060,15
202110010110,三連複,1 - 2 - 13,202920,379
202110010110,三連単,2 → 1 → 13,641780,1523
202002010202,単勝,3,370,2
202002010202,複勝,3br11br9,170br210br370,2br3br6
202002010202,枠連,3 - 7,1230,5
202002010202,馬連,3 - 11,1600,6
202002010202,ワイド,3 - 11br3 - 9br9 - 11,"520br860br1,230",5br10br12
202002010202,馬単,3 → 11,3080,11
202002010202,三連複,3 - 9 - 11,5780,16
202002010202,三連単,3 → 11 → 9,24180,67
202005020310,単勝,3,300,1
202005020310,複勝,3br9br4,150br420br170,1br8br3
202005020310,枠連,3 - 8,2900,15
202005020310,馬連,3 - 9,4400,19
202005020310,ワイド,3 - 9br3 - 4br4 - 9,"1,330br370br1,500",20br2br22
202005020310,馬単,3 → 9,7150,35
202005020310,三連複,3 - 4 - 9,7340,29
202005020310,三連単,3 → 9 → 4,42180,167
202109030105,単勝,9,200,1
202109030105,複勝,9br11br2,110br170br680,1br2br10
202109030105,枠連,5 - 6,380,1
202109030105,馬連,9 - 11,590,1
202109030105,ワイド,9 - 11br2 - 9br2 - 11,"290br1,570br2,630",1br20br30
202109030105,馬単,9 → 11,860,1
202109030105,三連複,2 - 9 - 11,6080,19
202109030105,三連単,9 → 11 → 2,15970,35
202005050405,単勝,10,250,1
202005050405,複勝,10br6br5,140br140br560,1br2br8
202005050405,枠連,6 - 8,450,1
202005050405,馬連,6 - 10,550,1
202005050405,ワイド,6 - 10br5 - 10br5 - 6,"240br1,460br1,550",1br18br19
202005050405,馬単,10 → 6,1040,2
202005050405,三連複,5 - 6 - 10,6430,21
202005050405,三連単,10 → 6 → 5,19270,68
202109030102,単勝,1,540,3
202109030102,複勝,1br4br3,200br320br140,3br6br1
202109030102,枠連,1 - 4,3960,21
202109030102,馬連,1 - 4,3210,14
202109030102,ワイド,1 - 4br1 - 3br3 - 4,980br410br910,14br3br12
202109030102,馬単,1 → 4,5500,27
202109030102,三連複,1 - 3 - 4,4310,17
202109030102,三連単,1 → 4 → 3,26890,103
202007020101,単勝,10,960,5
202007020101,複勝,10br5br7,320br210br210,6br3br2
202007020101,枠連,4 - 7,2520,9
202007020101,馬連,5 - 10,3370,13
202007020101,ワイド,5 - 10br7 - 10br5 - 7,"1,030br870br610",15br9br7
202007020101,馬単,10 → 5,6940,27
202007020101,三連複,5 - 7 - 10,5080,17
202007020101,三連単,10 → 5 → 7,36060,121
202007020302,単勝,5,1240,4
202007020302,複勝,5br7br2,"550br1,580br2,250",2br6br7
202007020302,枠連,5 - 6,2770,8
202007020302,馬連,5 - 7,9440,19
202007020302,ワイド,5 - 7br2 - 5br2 - 7,"1,690br2,900br4,700",17br25br34
202007020302,馬単,5 → 7,22530,39
202007020302,三連複,2 - 5 - 7,72910,89
202007020302,三連単,5 → 7 → 2,569990,506
202110010109,単勝,8,270,1
202110010109,複勝,8br5br3,130br310br220,1br5br4
202110010109,枠連,3 - 4,790,3
202110010109,馬連,5 - 8,2450,8
202110010109,ワイド,5 - 8br3 - 8br3 - 5,"740br520br1,900",7br3br26
202110010109,馬単,8 → 5,3290,11
202110010109,三連複,3 - 5 - 8,6240,17
202110010109,三連単,8 → 5 → 3,24190,54
202110010107,単勝,10,440,2
202110010107,複勝,10br6br4,160br280br130,2br5br1
202110010107,枠連,3 - 5,2090,8
202110010107,馬連,6 - 10,2970,9
202110010107,ワイド,6 - 10br4 - 10br4 - 6,"1,000br280br710",9br1br6
202110010107,馬単,10 → 6,5100,16
202110010107,三連複,4 - 6 - 10,2390,3
202110010107,三連単,10 → 6 → 4,15200,26
202007020612,単勝,8,540,2
202007020612,複勝,8br3br9,160br310br130,2br5br1
202007020612,枠連,2 - 5br5 - 5,230br270,1br2
202007020612,馬連,3 - 8br8 - 9,"1,860br330",13br1
202007020612,ワイド,3 - 8br8 - 9br3 - 9,"1,150br290br870",13br1br6
202007020612,馬単,8 → 3br8 → 9,"3,400br800",20br4
202007020612,三連複,3 - 8 - 9,3000,4
202007020612,三連単,8 → 3 → 9br8 → 9 → 3,"11,260br6,010",54br20
202001020506,単勝,10,900,4
202001020506,複勝,10br3br14,300br450br550,4br6br8
202001020506,枠連,3 - 6,1660,8
202001020506,馬連,3 - 10,7390,26
202001020506,ワイド,3 - 10br10 - 14br3 - 14,"2,170br1,990br5,110",24br23br50
202001020506,馬単,10 → 3,12280,44
202001020506,三連複,3 - 10 - 14,34580,113
202001020506,三連単,10 → 3 → 14,182280,574
202003020108,単勝,8,2840,8
202003020108,複勝,8br1br4,"700br310br2,090",8br3br15
202003020108,枠連,1 - 4,1530,6
202003020108,馬連,1 - 8,7230,24
202003020108,ワイド,1 - 8br4 - 8br1 - 4,"2,350br13,770br5,990",22br91br62
202003020108,馬単,8 → 1,20950,61
202003020108,三連複,1 - 4 - 8,116660,257
202003020108,三連単,8 → 1 → 4,657700,1366
202003020506,単勝,2,5710,12
202003020506,複勝,2br13br14,"1,280br450br570",12br5br7
202003020506,枠連,1 - 7,1090,5
202003020506,馬連,2 - 13,25620,63
202003020506,ワイド,2 - 13br2 - 14br13 - 14,"6,520br10,220br2,970",64br81br32
202003020506,馬単,2 → 13,57010,129
202003020506,三連複,2 - 13 - 14,120840,254
202003020506,三連単,2 → 13 → 14,768400,1521
202006050107,単勝,11,280,1
202006050107,複勝,11br15br7,140br230br330,1br3br6
202006050107,枠連,6 - 8,690,2
202006050107,馬連,11 - 15,810,2
202006050107,ワイド,11 - 15br7 - 11br7 - 15,"460br610br1,700",2br5br20
202006050107,馬単,11 → 15,1280,2
202006050107,三連複,7 - 11 - 15,3830,8
202006050107,三連単,11 → 15 → 7,12650,19
202006020110,単勝,1,620,3
202006020110,複勝,1br7br10,140br110br140,3br1br2
202006020110,枠連,1 - 6,690,3
202006020110,馬連,1 - 7,650,2
202006020110,ワイド,1 - 7br1 - 10br7 - 10,260br390br210,2br3br1
202006020110,馬単,1 → 7,1650,5
202006020110,三連複,1 - 7 - 10,780,1
202006020110,三連単,1 → 7 → 10,5980,10
202005050302,単勝,12,1000,4
202005050302,複勝,12br2br13,530br390br460,4br2br3
202005050302,枠連,1 - 6,3630,9
202005050302,馬連,2 - 12,2740,7
202005050302,ワイド,2 - 12br12 - 13br2 - 13,590br640br630,6br8br7
202005050302,馬単,12 → 2,5560,14
202005050302,三連複,2 - 12 - 13,4790,12
202005050302,三連単,12 → 2 → 13,29800,72
202110010108,単勝,13,480,2
202110010108,複勝,13br2br7,"190br1,640br300",2br12br6
202110010108,枠連,2 - 7,11020,22
202110010108,馬連,2 - 13,24780,54
202110010108,ワイド,2 - 13br7 - 13br2 - 7,"6,390br690br9,440",53br4br60
202110010108,馬単,13 → 2,34570,95
202110010108,三連複,2 - 7 - 13,42960,128
202110010108,三連単,13 → 2 → 7,280200,797
202004040206,単勝,8,770,3
202004040206,複勝,8br15br18,250br440br110,3br8br1
202004040206,枠連,4 - 7,1730,7
202004040206,馬連,8 - 15,12640,29
202004040206,ワイド,8 - 15br8 - 18br15 - 18,"2,970br370br990",31br2br9
202004040206,馬単,8 → 15,17830,43
202004040206,三連複,8 - 15 - 18,5780,13
202004040206,三連単,8 → 15 → 18,76440,213
202107020408,単勝,5,1000,4
202107020408,複勝,5br4br7,"890br1,110br2,380",5br6br8
202107020408,馬連,4 - 5,11360,22
202107020408,ワイド,4 - 5br5 - 7br4 - 7,"2,620br5,120br4,270",22br27br26
202107020408,馬単,5 → 4,23680,38
202107020408,三連複,4 - 5 - 7,55300,55
202107020408,三連単,5 → 4 → 7,381150,303
202009010806,単勝,3,180,1
202009010806,複勝,3br10br8,110br330br250,1br6br4
202009010806,枠連,3 - 7,1350,6
202009010806,馬連,3 - 10,1520,5
202009010806,ワイド,3 - 10br3 - 8br8 - 10,"580br630br1,410",6br7br16
202009010806,馬単,3 → 10,1800,6
202009010806,三連複,3 - 8 - 10,5360,16
202009010806,三連単,3 → 10 → 8,14400,44
202107030709,単勝,5,650,4
202107030709,複勝,5br10br3,210br210br180,3br4br2
202107030709,枠連,5 - 8,3230,16
202107030709,馬連,5 - 10,3690,18
202107030709,ワイド,5 - 10br3 - 5br3 - 10,"1,090br720br670",18br9br7
202107030709,馬単,5 → 10,6490,29
202107030709,三連複,3 - 5 - 10,6170,26
202107030709,三連単,5 → 10 → 3,34740,144
202004020111,単勝,3,3690,9
202004020111,複勝,3br6br2,"1,000br740br870",10br7br8
202004020111,枠連,2 - 4,12180,25
202004020111,馬連,3 - 6,38720,68
202004020111,ワイド,3 - 6br2 - 3br2 - 6,"7,200br9,640br7,680",62br72br64
202004020111,馬単,3 → 6,67660,130
202004020111,三連複,2 - 3 - 6,200000,300
202004020111,三連単,3 → 6 → 2,1220300,1671
202006020112,単勝,15,490,2
202006020112,複勝,15br13br4,190br490br250,2br10br4
202006020112,枠連,7 - 8,2460,10
202006020112,馬連,13 - 15,4410,19
202006020112,ワイド,13 - 15br4 - 15br4 - 13,"1,380br770br3,000",13br5br39
202006020112,馬単,15 → 13,7020,24
202006020112,三連複,4 - 13 - 15,14460,46
202006020112,三連単,15 → 13 → 4,65760,204
202006040309,単勝,1,310,2
202006040309,複勝,1br8br9,160br240br580,2br4br8
202006040309,枠連,1 - 6,1380,7
202006040309,馬連,1 - 8,1660,7
202006040309,ワイド,1 - 8br1 - 9br8 - 9,"680br1,390br3,100",7br15br31
202006040309,馬単,1 → 8,2700,10
202006040309,三連複,1 - 8 - 9,13650,42
202006040309,三連単,1 → 8 → 9,47930,148
202010020506,単勝,5,730,4
202010020506,複勝,5br12br7,230br150br250,3br2br4
202010020506,枠連,4 - 8,780,2
202010020506,馬連,5 - 12,1460,3
202010020506,ワイド,5 - 12br5 - 7br7 - 12,690br900br730,4br9br5
202010020506,馬単,5 → 12,3720,10
202010020506,三連複,5 - 7 - 12,3790,8
202010020506,三連単,5 → 12 → 7,25260,58
202109030301,単勝,9,200,1
202109030301,複勝,9br3br7,110br550br120,1br8br2
202109030301,枠連,3 - 8,4210,12
202109030301,馬連,3 - 9,7000,19
202109030301,ワイド,3 - 9br7 - 9br3 - 7,"1,750br180br2,380",20br1br23
202109030301,馬単,9 → 3,7910,26
202109030301,三連複,3 - 7 - 9,5430,19
202109030301,三連単,9 → 3 → 7,37280,113
202006030307,単勝,6,3770,10
202006030307,複勝,6br2br8,610br200br260,8br3br4
202006030307,枠連,2 - 5,3980,12
202006030307,馬連,2 - 6,9320,26
202006030307,ワイド,2 - 6br6 - 8br2 - 8,"2,260br3,040br760",26br35br8
202006030307,馬単,6 → 2,25710,60
202006030307,三連複,2 - 6 - 8,20870,65
202006030307,三連単,6 → 2 → 8,178630,438
202107040206,単勝,2,160,1
202107040206,複勝,2br4br3,110br170br140,1br3br2
202107040206,枠連,1 - 2,220,1
202107040206,馬連,2 - 4,730,2
202107040206,ワイド,2 - 4br2 - 3br3 - 4,290br170br470,2br1br6
202107040206,馬単,2 → 4,910,2
202107040206,三連複,2 - 3 - 4,750,1
202107040206,三連単,2 → 4 → 3,2600,3
202009060612,単勝,15,400,2
202009060612,複勝,15br6br11,190br570br580,2br8br10
202009060612,枠連,3 - 8,3090,10
202009060612,馬連,6 - 15,4480,16
202009060612,ワイド,6 - 15br11 - 15br6 - 11,"1,940br2,510br5,880",17br23br49
202009060612,馬単,15 → 6,9500,27
202009060612,三連複,6 - 11 - 15,41530,102
202009060612,三連単,15 → 6 → 11,177100,430
202005021212,単勝,5,410,1
202005021212,複勝,5br4br11,200br420br400,2br7br6
202005021212,枠連,2 - 3,3840,14
202005021212,馬連,4 - 5,4630,16
202005021212,ワイド,4 - 5br5 - 11br4 - 11,"1,780br1,340br2,730",22br12br39
202005021212,馬単,5 → 4,6300,19
202005021212,三連複,4 - 5 - 11,19270,68
202005021212,三連単,5 → 4 → 11,86550,289
202003010801,単勝,5,490,2
202003010801,複勝,5br14br11,170br140br200,2br1br4
202003010801,枠連,3 - 7,810,1
202003010801,馬連,5 - 14,940,1
202003010801,ワイド,5 - 14br5 - 11br11 - 14,390br640br500,1br7br2
202003010801,馬単,5 → 14,1890,2
202003010801,三連複,5 - 11 - 14,1900,1
202003010801,三連単,5 → 14 → 11,8350,1
202005010205,単勝,4,720,4
202005010205,複勝,4br7br11,240br160br200,6br1br3
202005010205,枠連,2 - 4,1560,6
202005010205,馬連,4 - 7,1810,6
202005010205,ワイド,4 - 7br4 - 11br7 - 11,750br960br460,10br14br2
202005010205,馬単,4 → 7,3830,13
202005010205,三連複,4 - 7 - 11,3410,8
202005010205,三連単,4 → 7 → 11,21190,59
202109010907,単勝,2,440,2
202109010907,複勝,2br8br1,240br310br260,2br4br3
202109010907,枠連,2 - 8,910,4
202109010907,馬連,2 - 8,1250,5
202109010907,ワイド,2 - 8br1 - 2br1 - 8,420br620br610,4br10br9
202109010907,馬単,2 → 8,2260,10
202109010907,三連複,1 - 2 - 8,4330,18
202109010907,三連単,2 → 8 → 1,19070,74
202004040511,単勝,6,630,3
202004040511,複勝,6br2br9,180br140br140,3br2br1
202004040511,枠連,2 - 5,1080,3
202004040511,馬連,2 - 6,1100,1
202004040511,ワイド,2 - 6br6 - 9br2 - 9,450br610br450,2br5br1
202004040511,馬単,6 → 2,2710,5
202004040511,三連複,2 - 6 - 9,2100,1
202004040511,三連単,6 → 2 → 9,10450,7
202009010804,単勝,14,1030,4
202009010804,複勝,14br9br7,"270br2,260br140",4br12br1
202009010804,枠連,6 - 8,14580,23
202009010804,馬連,9 - 14,57260,56
202009010804,ワイド,9 - 14br7 - 14br7 - 9,"9,550br530br4,480",53br4br39
202009010804,馬単,14 → 9,105000,106
202009010804,三連複,7 - 9 - 14,47480,95
202009010804,三連単,14 → 9 → 7,425960,682
202004020108,単勝,12,350,2
202004020108,複勝,12br1br6,160br200br220,2br3br4
202004020108,枠連,1 - 7,1500,6
202004020108,馬連,1 - 12,1460,4
202004020108,ワイド,1 - 12br6 - 12br1 - 6,520br540br780,4br5br7
202004020108,馬単,12 → 1,2680,7
202004020108,三連複,1 - 6 - 12,3090,6
202004020108,三連単,12 → 1 → 6,14110,33
202106020502,単勝,15,190,1
202106020502,複勝,15br2br12,110br350br160,1br7br3
202106020502,枠連,1 - 8,860,3
202106020502,馬連,2 - 15,1550,6
202106020502,ワイド,2 - 15br12 - 15br2 - 12,"600br250br1,080",6br2br13
202106020502,馬単,15 → 2,2230,7
202106020502,三連複,2 - 12 - 15,2070,6
202106020502,三連単,15 → 2 → 12,8840,22
202107030707,単勝,8,830,5
202107030707,複勝,8br3br7,180br120br160,5br1br3
202107030707,枠連,3 - 8,930,6
202107030707,馬連,3 - 8,1180,7
202107030707,ワイド,3 - 8br7 - 8br3 - 7,410br570br290,7br10br3
202107030707,馬単,8 → 3,2760,13
202107030707,三連複,3 - 7 - 8,1900,8
202107030707,三連単,8 → 3 → 7,13170,50
202005030409,単勝,16,1510,7
202005030409,複勝,16br14br13,"350br170br1,440",6br1br15
202005030409,枠連,7 - 8,1690,8
202005030409,馬連,14 - 16,2420,7
202005030409,ワイド,14 - 16br13 - 16br13 - 14,"900br8,250br4,430",6br80br52
202005030409,馬単,16 → 14,5420,17
202005030409,三連複,13 - 14 - 16,55170,172
202005030409,三連単,16 → 14 → 13,351350,1033
202106020607,単勝,7,300,1
202106020607,複勝,7br8br2,140br160br240,1br3br4
202106020607,枠連,4 - 5,410,1
202106020607,馬連,7 - 8,750,2
202106020607,ワイド,7 - 8br2 - 7br2 - 8,300br590br840,1br4br8
202106020607,馬単,7 → 8,1370,3
202106020607,三連複,2 - 7 - 8,2660,5
202106020607,三連単,7 → 8 → 2,10240,13
202104020508,単勝,12,410,2
202104020508,複勝,12br15br1,"170br310br7,130",1br5br16
202104020508,枠連,6 - 8,500,1
202104020508,馬連,12 - 15,2270,7
202104020508,ワイド,12 - 15br1 - 12br1 - 15,"860br29,990br38,990",5br108br111
202104020508,馬単,12 → 15,4490,11
202104020508,三連複,1 - 12 - 15,261900,406
202104020508,三連単,12 → 15 → 1,866410,1871
202010011204,単勝,9,8130,9
202010011204,複勝,9br3br10,"2,200br340br220",8br3br2
202010011204,枠連,3 - 7,1710,6
202010011204,馬連,3 - 9,34940,33
202010011204,ワイド,3 - 9br9 - 10br3 - 10,"5,950br2,520br520",30br21br5
202010011204,馬単,9 → 3,87410,72
202010011204,三連複,3 - 9 - 10,28640,51
202010011204,三連単,9 → 3 → 10,415580,409
202109011003,単勝,8,470,2
202109011003,複勝,8br7br11,"290br1,280br260",5br10br4
202109011003,枠連,4 - 4,12370,27
202109011003,馬連,7 - 8,13080,28
202109011003,ワイド,7 - 8br8 - 11br7 - 11,"4,330br1,160br5,720",35br11br39
202109011003,馬単,8 → 7,19040,45
202109011003,三連複,7 - 8 - 11,37430,81
202109011003,三連単,8 → 7 → 11,201340,418
202106020608,単勝,10,820,4
202106020608,複勝,10br8br11,210br220br350,3br4br7
202106020608,枠連,6 - 7,740,1
202106020608,馬連,8 - 10,1940,8
202106020608,ワイド,8 - 10br10 - 11br8 - 11,"730br1,250br1,230",8br19br18
202106020608,馬単,10 → 8,4650,20
202106020608,三連複,8 - 10 - 11,7170,31
202106020608,三連単,10 → 8 → 11,39450,160
202105030512,単勝,5,330,1
202105030512,複勝,5br3br2,160br610br220,1br9br3
202105030512,枠連,2 - 3,1650,6
202105030512,馬連,3 - 5,5140,20
202105030512,ワイド,3 - 5br2 - 5br2 - 3,"1,430br520br1,830",21br2br25
202105030512,馬単,5 → 3,8200,37
202105030512,三連複,2 - 3 - 5,8040,30
202105030512,三連単,5 → 3 → 2,49820,183
202008031201,単勝,15,410,2
202008031201,複勝,15br11br6,130br110br130,2br1br3
202008031201,枠連,6 - 8,420,1
202008031201,馬連,11 - 15,500,1
202008031201,ワイド,11 - 15br6 - 15br6 - 11,190br360br230,1br4br2
202008031201,馬単,15 → 11,1110,3
202008031201,三連複,6 - 11 - 15,660,1
202008031201,三連単,15 → 11 → 6,4020,7
202009020707,単勝,5,300,2
202009020707,複勝,5br9br8,110br230br140,1br4br3
202009020707,枠連,5 - 8,900,4
202009020707,馬連,5 - 9,1250,4
202009020707,ワイド,5 - 9br5 - 8br8 - 9,420br220br530,4br2br5
202009020707,馬単,5 → 9,2590,8
202009020707,三連複,5 - 8 - 9,1180,2
202009020707,三連単,5 → 9 → 8,7480,17
202106020606,単勝,10,180,1
202106020606,複勝,10br14br6,110br180br260,1br2br5
202106020606,枠連,5 - 7,410,1
202106020606,馬連,10 - 14,480,1
202106020606,ワイド,10 - 14br6 - 10br6 - 14,"270br430br1,180",1br5br12
202106020606,馬単,10 → 14,670,1
202106020606,三連複,6 - 10 - 14,2120,5
202106020606,三連単,10 → 14 → 6,5080,3
202010011208,単勝,5,180,1
202010011208,複勝,5br8br9,130br170br740,1br2br11
202010011208,枠連,3 - 5,480,1
202010011208,馬連,5 - 8,500,1
202010011208,ワイド,5 - 8br5 - 9br8 - 9,"280br1,530br2,550",1br16br29
202010011208,馬単,5 → 8,730,1
202010011208,三連複,5 - 8 - 9,5850,16
202010011208,三連単,5 → 8 → 9,16390,38
202006040401,単勝,5,270,1
202006040401,複勝,5br13br8,150br180br350,2br4br6
202006040401,枠連,4 - 8,810,4
202006040401,馬連,5 - 13,950,4
202006040401,ワイド,5 - 13br5 - 8br8 - 13,"380br810br1,070",2br10br13
202006040401,馬単,5 → 13,1610,4
202006040401,三連複,5 - 8 - 13,4760,15
202006040401,三連単,5 → 13 → 8,16200,50
202106020611,単勝,8,630,3
202106020611,複勝,8br4br5,200br330br160,3br7br1
202106020611,枠連,3 - 5,930,2
202106020611,馬連,4 - 8,4250,17
202106020611,ワイド,4 - 8br5 - 8br4 - 5,"1,440br520br1,040",19br3br10
202106020611,馬単,8 → 4,7110,30
202106020611,三連複,4 - 5 - 8,5060,12
202106020611,三連単,8 → 4 → 5,34140,98
202104020401,単勝,11,500,3
202104020401,複勝,11br14br10,160br210br130,3br4br2
202104020401,枠連,6 - 7,710,3
202104020401,馬連,11 - 14,1670,6
202104020401,ワイド,11 - 14br10 - 11br10 - 14,540br320br460,6br3br4
202104020401,馬単,11 → 14,3100,12
202104020401,三連複,10 - 11 - 14,1700,3
202104020401,三連単,11 → 14 → 10,10050,23
202004030301,単勝,5,340,1
202004030301,複勝,5br13br9,"170br390br1,040",1br7br9
202004030301,枠連,4 - 8,730,2
202004030301,馬連,5 - 13,2730,12
202004030301,ワイド,5 - 13br5 - 9br9 - 13,"1,170br2,070br7,600",16br25br58
202004030301,馬単,5 → 13,4400,15
202004030301,三連複,5 - 9 - 13,40030,102
202004030301,三連単,5 → 13 → 9,129890,392
202007010409,単勝,3,500,2
202007010409,複勝,3br16br2,180br150br190,2br1br3
202007010409,枠連,2 - 8,1140,3
202007010409,馬連,3 - 16,1670,2
202007010409,ワイド,3 - 16br2 - 3br2 - 16,560br720br490,2br3br1
202007010409,馬単,3 → 16,3170,3
202007010409,三連複,2 - 3 - 16,2750,1
202007010409,三連単,3 → 16 → 2,16440,7
202006050108,単勝,1,2300,5
202006050108,複勝,1br2br8,"520br1,010br260",5br8br2
202006050108,枠連,1 - 2,12250,20
202006050108,馬連,1 - 2,13330,28
202006050108,ワイド,1 - 2br1 - 8br2 - 8,"2,990br1,120br2,110",28br11br23
